comment,coment_en
kelakuan sinetron indosiar di ikutin lu mah blogg,Indosiar soap opera behavior is followed by Lu Mah Blogg
hmmm,Hmmm
kebiri lah anjig yg gini mah,sprouts are anjig who is like this
harus nya masarakat pandeglang hadir dipersisangan jangan cuman bicara,"Pandeglang community should be present at the case, don't just talk"
mati kau viral tangkap pelakunya,Dead You Viral Catch the culprit
minimal kalo punya otak dipake gitu alwi,at least if you have a brain using it like Alwi
gimana awal kenalnya ko bisa pasti kenal online,"how do you get the beginning, how come you can get to know it online"
harus masuk lambe turah ini mah,have to enter this lambe turah mah
mohon bantuannya pak,please help sir
kaggaa gercep banget proses hukumnya ehhh belum di cari yaa ternyata pelakunya,Kaggaa really gerled the legal process ehhh not yet sought after it turned out to be the culprit
coba live sidangnya hari ini,Try the live trial live today
pagi pagi buka tweet eh pandeglang trendinglari kesini udah rameketinggalan gue,Morning Morning Open Tweet eh Pandeglang trending and here already rameket my left
knpa si,why
sumpah demi apapun gw merinding baca nya ko ada manusia yang notabennya laki laki yang jelas dia di lahirkan dari seorang wanita tapi kelakuan kaya gitu dan keluarganya pun ngebela semua keluarganya sakit,"I swear for whatever goosebumps I read, how come there is a human who in fact is a man who is clearly born from a woman but the behavior is like that and his family defended all his family sick"
pandeglang lagi aja bos senggol dong yuk kawal yuk,"just pandeglang just boss boss, let's guard"
sepertinya harus turun tangan buat ngebantuin,It seems like having to intervene to help
ngapain nama pelaku nya di sensor,what are the names of the perpetrators in the censorship
baru tau ternyata kota pandeglang ini banyak mafia pemerintahan juga ya ternyata,"just found out that the city of Pandeglang is a lot of government mafia too, yes it turns out"
gimana mau maju silau sama duit semuaaa ga kasian apa keluarga di nafkahin pake duit haram semoga korban dapet keadilan inget yahhh yg gampang di suap allah maha melihat choyyyyy,"How do you want to go ahead with the money, all of them don't feel like the family is eager to use the money, hopefully the victims get justice remember, which is easy to be in the bribery of God"
mohon izin tag jendral,ask for permission to tag general
mun kapanggih di jalan mah mending di gebugan bae atuh tuman nu kitu ngisinken pandeglang bae,Mun Kapan Sophisticated on Jalan Mah Mending in Gebugan Bae Atuh Tuman Nu Kitu Ngisinken Pandeglang Bae
pandeglang again pandeglang again,Pandeglang Again Pandeglang Again
pak ada yg butuh bantuan hukum tolong dibantu,"sir, someone needs legal assistance, please help"
piraku demo miras garariat ai kasus pemerkosaan kekerasan caricing wae wkwk,PIRKU DEMO DEMO GARARIAT AI Case of Rape Violence Caricing Wae Wkwk
memang klu yg punya kuasa hukumnya msh bisa di sodokanak muda dan punya kekuasaan uang tdk akan jeraaaapasti akan ada lg yg seperti ini karna tdk ada kekuatan hukum buat jeraa anak mudajikalau hukum kitamerespon dgn yg melaporkan atau orang yg jdi korban klrga yaditindaklanjuti dgn hukuman yg yg setimpalpasti tdk akan ada lg anak anak muda yg bejaaaat,"Indeed, who has a legal counsel, it can still be young and have money power, it will not be jeraaaaapasti, there will be any more like this because there is no legal force for a child when the law is responded to by those who report or people who are victims there will be no more young people"
oh anak pejabat oh,Oh official son of OH
saya udah baca threadnya sampai selesai dan sungguh sangat geram,I've read the thread until it's finished and really furious
kali bisa bantu,can help
yaallah sedih amat bacanyasemoga pelaku dapet hukuman yang setimpal kasian si tth nya pasti trauma bgttbuat cerita aja malu dan takut pastinya,"yaallah sad very much, hopefully the perpetrators get the punishment that is worth the tth, the TTH must be traumatized by the story."
pantes dia ga bisa bedain mana korban mana pelaku matanya aja juling,no wonder he can't distinguish where the victims are just squint
up terus sampai pelaku di penjarakan,Up continues until the perpetrators are at the Penjarakan
ya allah si korban luar biasa kuat banget nahan sebegitu lamanya,O Allah the victim is extraordinarily strong holding back so long
wkwkwk,Hahaha
minimal spil lah ig pelaku oknum penegak hukumnya,at least the spil is the IG of the Actors of the Law Enforcement
pa tolong bantu,Pa please help
kasus ini harus sampai selesai ada titik terang kasus ini sudah viral se nasional menuju go internasional kalau sampai tak selesai netizen atau masyarakat pandeglang dan indonesia pasti akan memberikan rapot merah terhadap kepemimpinan kejari pandeglang dan bupati pandeglang yg merupakan perempuan ayo bu tunjukan kebijakanmu apalagi sudah ada posko perlindungan perempuan,This case must be finished there is a bright spot this case has been viral as national to go international if it is not finished netizens or the Pandeglang and Indonesia community will definitely give red report cards to the leadership of the Pandeglang Kejari and the Regent Women's Protection
memberikan mosi tidak percaya dan berbagai kritikan lainnya,provide a motion of no confidence and various other criticisms
kirain jalanyaa doang yang rusak ternyataa,I think the damaged network turns out to be
jadi yang korban ini cewe apa cowo di slide capture nya beda nih yang atas keterangan rk adalah pria sedangkan dibawahnya narasi menjadi cewe mana yang benar,"So the victim is a girl what a guy in the slide capture is different, the one of the RK's statement is a man while underneath the narrative is a girl which is true"
trending lagi wkwkk maluÂ²in,trending again when embarrassed
mohon bantu keadilannya,Please help justice
very respectful and lost respect,Very Respectful and Lost Respect
coba laporkan ke komisi yudisial dan jamwas klw memang ada hal yg janggal terkait persidangan dan penanganan dari pihak kejaksaan,Try to report to the Judicial Commission and Jamwas KLW there are indeed something strange related to the trial and handling of the prosecutor's office
bantu up dong min,help up dong min
bu wargina aya anu butuh ibu bu,"Mrs. Wargina Aya you need mom, ma'am"
miris kalau liat berita yg dianggap sepele begini sama oknum yg punya wewenang bupak apa kalian ga takut menangani kasus masalah kalau tidak sesuai prosedur hati perasaan kalian dmn kalau memang benar menyuruh korban untuk mengikhlaskan memaafkan dmn hati nurani kalian kalau suatu hari posisinya berubah kalian yg mengalami apa kalian mampu untuk seperti itu inget bupak jabatan kalian ini jg amanah dan sementara pertanggungjawabannya berat dan itu berlaku diakhirat nanti kalau korban yg kalian tangani harus seperti itu dan tidak ikhlas kalian harus siap terima balasannya nanti dipengadilan allah kalian jg bisa diadili disana dan kalian mau tidak mau harus ikhlas ya seperti sebagimana kalian jg memperlakukan korban didunia,"Sad if you see the news that is considered trivial like this with the person who has the authority of the bupak or you are not afraid to handle the case of the problem if it is not according to the procedure of your feelings, if it is true to tell the victim to let forgiveness with your conscience if one day the position changes you guys what you experience You can be like that, remember your position is also a mandate and while the responsibility is heavy and it applies in the hereafter if the victims you handle must be like that and not sincere you must be ready to receive the reply later in the court of Allah you can also be tried there and you can not want it Must be sincere, as if you also treat victims in the world"
kota seribu ulama sejuta santri pemimpinnya perempuan solehah kasusnya tiap hari pemerkosaan pencabulan kekerasan terhadap anak dan perempuan pesta miras dan tawuran remaja ya tuhan dosa apa kota kami sehingga seperti ini,"City of Thousand Ulama a million santri leaders of women solehah the case every day the rape of sexual abuse of violence against children and women party alcohol and brawl teenagers, God's sin what our city is so like this"
di up min liat kelakuan penegak hukum daerah ini emang harus d pantau,"at min, see the behavior of this regional law enforcement, it must be monitored"
netizen komentarnya udah kaya seblak level,netizens comments already rich seblak level
pelakunya kek bocah bet yampun ada ya manusia hati lucifer gitu,"The culprit is a boy, but there is a human heart, Lucifer"
yaa allah,O Allah
yg udah tau akun nya report aja sekalian tuman,who already know the account is just reported all
uda typ sokeren lg,Uda Typ Soleren LG
ini mah kudu netijen nu bergerak jigana nya masa bu jaksa mlah suruh mngikhlas gemess ihh ayo kekuatan netijen bantu korban beresin kasus ini smpe tuntas tas tas jgn beri ampun si pelaku kesell bacana oge ngancem bae ihh,"This is a netijen NU's netijen moving jigana, the prosecutor's time is told to make a gemahhlas Ihh, let's strength, the power of the netijen helps the victim to clean up this case, but the bags don't have forgive the perpetrators of the perpetrators."
hukum mana hukum ntar giliran udah viral sejagat baru di proses isab lahhh,The law is the law later it is already a new viral universe in the process of ISAB LAHHH
ayo bang tolong diberikan perlindungan hukum kpd korban sampai kasus selesai dgn seadil adilnya,"Come on, please be given legal protection to the victim until the case is resolved as fairly as a fair"
udah sangean psikopat lagi,Already Sangean Psychopath Again
duh parah nyaah,duh worse
buset ada bang jago,there is a champion
bantuu dong kaa,Help me kaa
bang tolong bantu bang,"sir, please help, sir"
a ada yang butuh power aa nih supaya lebih terang,I need Power AA to be brighter
kalakuan,kalawan
up up upppp,Up up UPPPP
parah banget cowo kaya gitu kawal sampe tuntas jangan sampe lolos kasian cewenya butuh dipulihkan lagi psikisnya,"really bad guy like that, so it's complete, don't get away until the girl needs to be restored again psychic"
ditunggu berita klarifikasi dan permohonan maaf dari orang tua tersangka ya min,"waiting for the news of clarification and apologies from the suspect's parents, Min Min"
yokk org pandeglang semangatt yokkk,Yokk org Pandeglang Semangatt Yokkk
masa beginiann mau di tutupin,This time I want to cover it
tolong kawal baaangkasian korban,Please guard the victim's arrest
di tunggu video pelaku nya,waiting for the video of the perpetrator
spelll akunnya broo sepertinya menantang warga pandeglang,Spelll account broo seems to challenge the residents of Pandeglang
ges te kaharti aingeleh ku duit kabehgeh,GES TE KAHARTI AINGELEH KU MONEY KABEHGEH
geli,amused
bantu up kak,help up sis
jgn krna orgdalam yaa lo aman hukum ya tetep hrs berjalan,"don't because you are in the law, you still have to run"
esmoji,Esmoji
kata nya pandeglang ni kota santri bu kang yth bantu usut korbanpelaku sdm pdg masih rendah up,"he said, Pandeglang, the city of Santri, Mrs. Kang, Help Help the victims"
hadeuhhh ko ada ya orang kek gitu,"hadeuhhh, how come there is a person like that"
stay safe nas,Stay safe nas
malu maluin pandeglang tolong bantu usut kasusnya bu kan udah rame niccc,"embarrassed pandeglang please help investigate the case, ma'am, it's already crowded niccc"
viralkan biar ada keadilan jaman sekarang kudu viral hela jiga aya kelainan eta cowo na liat chat nya astagfirullah pasti ada suap menyuap klo sidang kaya gtu apa lg anak pejabat ceunah anak salah ko di lindungin,"viral so that there is justice nowadays, it must be viral, if there is a disorder, the male na clay the chat astagfirullah there must be bribes if the trial is like what is the child of the child who is wrong, the wrong child is protected"
