comment_en,Polarity,Analysis
help up dong min,0.0,Neutral
Mrs. Wargina Aya Anu needs Mrs. Mom.,0.0,Neutral
"Sadly if you see the news that is considered ""trivial"" like this with those who have authority 🙂 Mrs. Mrs. Are you not afraid to handle cases of problems if not according to procedures? Your heart feels? If it is true to tell the victim to let forgiveness, with your conscience ??? If one day the position changes you guys who you experience it like that? Remember that your position is also trustworthy and temporary, the accountability is heavy and it applies in the hereafter 🙂 If the victims you handle must be like that and not sincere, you must be ready to receive the reply later in the court of God, you can also be tried there and you want it or not Want to be sincere, like what you can treat victims in the world 😊",0.03611111111111111,Positive
"The city of a thousand scholars of a million santri, the leader of the solehah woman. The case is rape every day, sexual abuse, violence against children and women, alcohol parties, and teenage brawls. Oh my God .. what sin is our city, so it is like this.",0.25,Positive
"UP min, see the behavior of this regional law enforcement must be monitored",0.0,Neutral
Netizens +62 The comments are already rich in seblak level 100 🔥,0.375,Positive
"The culprit is a boy, but there is a human heart, Lucifer",0.0,Neutral
oh Allah cribe,0.0,Neutral
Who already know the account is just reported all,0.0,Neutral
Uda Typ Soleren LG,0.0,Neutral
"This is a netijen NU moving Jigana ... the prosecutor's prosecutor was told to make a lot of gemess, let's force the netijen, help the victim to finish this case complete the bag, not giving the forgiveness of the perpetrators ...",0.012499999999999997,Positive
"Law which is the law, later it will be a new viral in the process of the process",0.06818181818181818,Positive
"Come on, please be given legal protection to the victim until the case is resolved as fairly as a fair",0.27499999999999997,Positive
Already Sangean Psychopath Again,0.0,Neutral
Duh worse,-0.35,Negative
There is a champion,0.0,Neutral
Help me kaayste,0.0,Neutral
"sir, please help, sir",0.0,Neutral
"A, there are those who need AA power, so that they are brighter.",0.0,Neutral
Kalahaha!,0.0,Neutral
Up up UPPPP,0.0,Neutral
Really bad guy like that! Kawal until it's complete don't get away! Poor girl needs to be restored psychic,-0.3833333333333333,Negative
"Waiting for the news of clarification and apologies from the suspect's parents, Min Min",0.0,Neutral
Yokk org Pandeglang Semangatt Yokkk,0.0,Neutral
This time I want to cover it,0.0,Neutral
please guard baaang..batian victim,-0.07500000000000001,Negative
Waiting for the video of the perpetrator,0.0,Neutral
Spelll account broo ... seems to challenge the residents of Pandeglang,0.0,Neutral
"Ges tiharti aing, eleh kuit kabehgeh",0.0,Neutral
amused.,0.0,Neutral
Help up sis,0.0,Neutral
"Don't because you are in the law, you still have to run",0.0,Neutral
Esmoji,0.0,Neutral
"He said, Pandeglang, the city of santri, bu 🙏🏻 kang, is helping the victims, the HR of PDG is still low up",0.0,Neutral
"Hadeuhhh, how come there is a person like that",0.0,Neutral
Stay safe nas,0.5,Positive
"Embarrassed pandeglang please help investigate the case, ma'am, it's already crowded niccc",0.0,Neutral
"Viral so that there is justice, nowadays, I have to be viral, there is also a disorder, but the chat is Astagfirullah, there must be a bribe, if there",0.0,Neutral
"There are just guys like that, so I nganciem, really ilfeel jiji",0.2,Positive
Pandeglang Deui Pandeglang Deui,0.0,Neutral
Please help .. 🙏,0.0,Neutral
I really need to give a applause 👏👏👏,0.2,Positive
"Duh, I want to hook",-0.3,Negative
Caged like that like that,0.0,Neutral
really crazy oh my god 😮,-0.6,Negative
Infoo Latest Location,0.5,Positive
This is not the perpetrator,0.0,Neutral
JPU Spill & Judge Min ... Oh he is the suspect too,0.0,Neutral
yokkk attack netijen mentally,-0.1,Negative
"My sister is all the girls, O Allah, keep it away from the human being like that",0.0,Neutral
"Even though the law in this country is really a comedy ... at least in Pandeglang Regency, don't be blunt up",-0.04999999999999999,Negative
"Already applicable the law of the jungle, once santoryyu at least for example the head of the bodies of the perpetrators",-0.3,Negative
Embarrassed in pandeglang ae bang .inget bang sin,0.0,Neutral
"Mrs. Nuralita, the prosecutor, the judge, the police, the police don't need to help the orphans, I am sure that his father, who has been moved by the former Head of the Pandeglang Environmental Office, is definitely a corruption",0.16666666666666666,Positive
Bobrok Bobrok Legal in Pandeglang Bobrok,0.2,Positive
"Indeed, the father of the perpetrator still governs in the grave, until he is reluctant to process my SiPera. Behavior",0.0,Neutral
"If you are caught, tell me",0.0,Neutral
Inpo Username IG Actors,0.0,Neutral
"Well, it turns out that you have a degree, don't have a conscience, all of it is worse",-0.4,Negative
"This is indeed a lot of events like this, women are intimidated to serve the lust of the man by threatening if you don't want to share the video /photo of her obscene. Opponent ... the women don't give up and give up with the man like that. I hope there are strict legal sanctions",0.2,Positive
Stresssssss,0.0,Neutral
How about the response?,0.0,Neutral
Please help sir in this case 🙏🙏,0.0,Neutral
Look dear wkwk,0.0,Neutral
service dick,0.0,Neutral
Pandeglang The case is scary amatesih _,-0.5,Negative
Woyyy lift again taekk ..,0.0,Neutral
Dak,0.0,Neutral
Nu where is the slave. Hayang nyaho,0.0,Neutral
O Allah .. 3 years :(,-0.75,Negative
Viral first then handled 🤔,0.25,Positive
please need a taxi driver,0.0,Neutral
"I hope the law is fair, let's thoroughly",0.7,Positive
Investigate Aa Ato Add Complete,0.1,Positive
"It's easy, looking for the perpetrators of Hakimi himself, but there is an intention to kill, as if he died trying to be uncomfortable until the intention of killing, because his threat is planned murder, try to persecute,",-0.033333333333333326,Negative
just pandeglang,0.0,Neutral
Wih this viral case 🫣,0.0,Neutral
"Please help, sir, what kind of model is like that.",0.6,Positive
WAW WAW WAW,0.0,Neutral
"It's been a long time but just viral, please tell me the children with the officials, don't go sole",-0.025,Negative
Up bang,0.0,Neutral
Baturan You Sil Gosh,0.0,Neutral
"Wow, the person isn't ashamed? ... Eh ... is it still a person, not the apparatus? 😂",0.1,Positive
Love Understanding a,0.5,Positive
Let's unite the power so that there is justice,0.0,Neutral
Ngisin keun,0.0,Neutral
Paehan Bae anyway,0.0,Neutral
"BG Hotman, please",0.0,Neutral
try to thoroughly investigate the prosecutor who underestimated this case! Not ashamed of the people? Evidence is clear but still not defending people who clearly become victims!,0.11250000000000002,Positive
podcast keun bang,0.0,Neutral
"said mom, I already joined my mom to Pandeglang so that I wasn't naughty, in the same as the association with the environment, it wasn't right 😂😂",0.04523809523809522,Positive
"Permission to repost in story, sis, sorry, I haven't posted it yet",-0.5,Negative
please help😢🙌,0.0,Neutral
"If it's not viral, it's not possible to investigate 😂",0.0,Neutral
VIRALLAN PHOTOS OF THE CALLS ... BIQR Alert and the Law of the Jungle Valid ...,0.0,Neutral
Bang Musss Lihaaaat this 🔥,0.0,Neutral
Do you find that so much?,0.2,Positive
Maybe later in prison it will be tortured with the inmates there,0.0,Neutral
Hopefully the Viral Cute on TWT can help the upright justice for victims,0.5,Positive
"The real psychopath sii, sick people.",-0.2571428571428571,Negative
"It's hard, what are you pampered, in your orkay 🫢",-0.2916666666666667,Negative
Pandeglang Maning 😪,0.0,Neutral
"Please help you, ma'am, please help too",0.0,Neutral
Neeeeeehhhhhhh,0.0,Neutral
Please pay attention to your ladies and gentlemen,0.0,Neutral
Enliven,0.0,Neutral
Anying Specs Dajal Lalaki Na,0.0,Neutral
Raise the rameken media rameken case,0.0,Neutral
Enliven Barudak,0.0,Neutral
"Everything will be gestures if you post it, please help you bang 🙏🙏🙏",0.0,Neutral
The thread reads there are 3 parts,0.0,Neutral
"Come on, let's go",0.0,Neutral
Ladies and gentlemen,0.0,Neutral
"Is it really like this, ma'am",0.2,Positive
Justice for those who have money and authority 😢,0.0,Neutral
Helped or ma'am,0.0,Neutral
Meni Ngageder Kie Pak Sahaaa Ie Anj ** BG*STNA,0.0,Neutral
Miriss😢,0.0,Neutral
Sure not told to let go !! ???,0.78125,Positive
check,0.0,Neutral
Ngisin Ngisinkeun Pandeglang Bae,0.0,Neutral
Low HR !!!,0.0,Neutral
So remember the words of young young people: you have money,0.1,Positive
"Look for other social media accounts, the perpetrators, so that they will be friendly, the IG is private 😬🤬",0.07083333333333333,Positive
Naudzubillah yeah Allah 😢,0.0,Neutral
Hehu,0.0,Neutral
"The perpetrator spil, Let it be skinned by netizens",0.0,Neutral
Nu Kitu MH ULH DIEKN SIRUP SAKELUHATA NA GE FOR AING MH KOMO DEI HIRUPNA DI PANDEGLANG TPI ETA NAHA SGALA TALKING PART 2,0.0,Neutral
"What do you have to go viral first, it seems like the case is handled.",0.25,Positive
Garbage .. Generation Deumpeu. Piteuskeun Beuheungna Nu Kieu Mah.,0.0,Neutral
BADAB !!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.0,Neutral
what is this pandeglang more and more here more 😔,0.5,Positive
Please sir this ksian,0.0,Neutral
Waah .... this rah ... waah,0.0,Neutral
"It turns out that money and positions of office are still in control of the law in any area. Really sad! When you see the right person needs justice but instead it is like a beggar, yeah begging the law to act fairly for the crime that befell him.",0.12023809523809521,Positive
"Come on, let's enforce law enforcement. In order not to be favoritism.",0.0,Neutral
Very scary dating today,-0.65,Negative
Witchcraft,0.0,Neutral
Sad🥺,0.0,Neutral
Really crazy,-0.6,Negative
Well good. UP TENSSS🔥🔥.,0.7,Positive
"damage the image of a good guy, good pandeglang",0.7,Positive
"Already entered here, it's not scary",0.25,Positive
"I am curious about the name of the guy, how come I can live calmly with his behavior that is like a Dajal ...",0.11212121212121214,Positive
again anget ny here on twitter,0.0,Neutral
It can be paired like this.,0.0,Neutral
Paniiii Ndahhhhhhh,0.0,Neutral
Share it to DM Bang Yu Lur ... so it's full and who knows to Notice ..,0.35,Positive
ma'am please see and follow up on the subordinates in court,0.0,Neutral
May Allah SWT show the truth and help the people who are dzalimi ... I pray that the dzalim people will get a severe punishment for his donal behavior.,0.0,Neutral
"By the way, where are you people in vain ?? !!!!",0.0,Neutral
"please the victim, sir",-0.07500000000000001,Negative
"If legally difficult, just torture bro, he wants to go to the PDG",-0.15,Negative
"Ma'am please investigate thoroughly, ma'am because this is bner2 violence and threats that don't make sense as human beings. Pandeglang lately the news is not very proud",-0.2025641025641026,Negative
Astagfirullah,0.0,Neutral
Take the command of the commander,0.0,Neutral
The city of birth is always viral 😢,0.0,Neutral
Astaghfirullah😢,0.0,Neutral
Yu Mr. Mahfud goes down exciting if Mr. Mahfud intervenes,0.0722222222222222,Positive
"The law is the commodity of the goods of the suspects in money, you're in the same time there is money, yes, ""good bye"" marginal.",0.35,Positive
"Indeed the time had to be viral first and then made it easy, hopefully the account admin KEK Gini always helps and always healthy healthy min.",0.42083333333333334,Positive
