media,user_name,mention_name,day,like_comment,comment,cont_of_reply,reply_comment_name,username_reply,comment_en,Polarity,Analysis,emotion
infopandeglang,rizky_ichwan_r,@kejaripandeglang,2 hari,0,IBU KAJARI PUNTEN 🙏🙏,0,,,Ibu Kajari Punten 🙏🙏,0.0,Neutral,sadness
infopandeglang,bary4soul,,2 hari,0,Semoga keadilan dapat ditegakan dengan seadil2nya.,0,,,Hopefully justice can be enforced as fairly as possible.,0.0,Neutral,fear
infopandeglang,doyan_turu13,@jokowi,2 hari,0,bapakkkkkk,0,,,Mr.KKKKK,0.0,Neutral,negative
infopandeglang,muez_stroomp46,@indozone.id,2 hari,0,🔥🔥🔥🔥🔥🔥,0,,,🔥🔥🔥🔥🔥🔥,0.0,Neutral,joy
infopandeglang,poerwa.xa,@bung_madin,2 hari,0,viralkeun bos,0,,,Viraralkeun boss,0.0,Neutral,positive
infopandeglang,albirachman,,2 hari,0,Polisi itu serba bisa..dan gampang untuk mengungkap semua ini......,0,,,The police are all possible ... and it's easy to reveal all this ...,0.216666667,Positive,surprise
infopandeglang,ridwaniham,,2 hari,0,"Waduh min sangat miris juga saya liat berita2 yg makin marak tindak kejahatan, semacam sosmed makin d gunakan hal tidak benar, d kordinir min ke menkopolhukam biar bisa tera tasi dan s pelaku d tindak tegas biar tidak ada korban lagi, dan yg jadi korban min d minta perhatian khusus.,",0,,,"Wow, Min is very sad, I also see news that is increasingly widespread crime, a kind of social media is increasingly using things that are not true, D coordinates to Menkopolhukam so that they can be tasi and the perpetrators are acting decisively so that there are no more victims, and those who become victims min d ask for special attention.",0.001934524,Positive,positive
infopandeglang,kangfotoid,@trirismahariini,2 hari,0,mohon di bantu bu 🙏🏻,0,,,Please help Mrs. 🙏🏻,0.0,Neutral,anticipation
infopandeglang,tiwipratiwiii_,@divisihumaspolri,2 hari,0,"ayo dong polisi bantu,,,,jangan cuma incer jabatan doang polisi,nikmatin duit gajian tapi gabisa nangkep pelaku kekerasan🤣🤣🤣",0,,,"Come on, the police help ,,,, don't just incer the position of the police, enjoy paying money but can't catch the perpetrators of violence.",0.4,Positive,joy
infopandeglang,idunkdervart,,2 hari,0,up.,0,,,up.,0.0,Neutral,positive
infopandeglang,aziz_ranamanggala,,2 hari,0,Gila kali kasus kaya gini korban diminta memaafkan dan mengikhlaskan,0,,,Crazy times like this case the victim is asked to forgive and let go,-0.3375,Negative,trust
infopandeglang,opay_chaos,,2 hari,0,"Gw baru aja baca tread nya di twitter,emng anjing bat dah ni cowok..harus di rujak cowok model kaya bgtu mah..ngerakeun kaum adam",0,,,"I just read the tread on Twitter, my dog ​​is a guy ... must be in the salad of a guy, a rich model",0.375,Positive,anger
infopandeglang,fathurr_2101,@indozone.id,2 hari,0,min!,0,,,Min!,0.0,Neutral,disgust
infopandeglang,hey.b1ntang_,@ex.lapanabersama,2 hari,0,ngeri cok,0,,,Horrified Cok,0.0,Neutral,negative
infopandeglang,enungnh5,@irnadimyati,2 hari,0,Kumaha iyeu Buu,0,,,Kumaha Iyeu Buu,0.0,Neutral,anger
infopandeglang,rostati.bukuanak,,2 hari,0,"Astagfirullah, semoga korban dapet keadilan se adil adilnya. Tertekan banget pasti",0,,,"Astagfirullah, hopefully the victims can get justice as fairly fair. Very depressed for sure",0.466666667,Positive,fear
infopandeglang,ratna0199,,2 hari,0,Ih soso an amat hirup th,0,,,IH SOSO AN VERY HIRRUP TH,0.2,Positive,negative
infopandeglang,amir_hamzah24,,2 hari,0,"Semoga kedua belah pihak diberikan jalan terbaik khusus untuk korban mudah²an selalu di berikan kesehatan kekuatan dan selalu dalam lindungan Allah, dan untuk pelaku yg di maksud semoga segera di berikan hidayah dan bisa mempertanggung jawabkan segala perbuataanya di dunia. Dan semoga ada hikmah di balik segala kejadian untuk kita semua agar bisa belajar bijak dalam menjalankan kehidupan . Terutama saling mendoakan yg terbaik antar sesama manusia 🙏🙏",0,,,"Hopefully the two parties are given the best way specifically for victims, it is always given health and always in the protection of God, and for the perpetrators that are intended, hopefully they will be given guidance immediately and can be responsible for all the debuses in the world. And hopefully there is wisdom behind all events for all of us to be able to learn wisely in carrying out life. Especially praying for each other the best among fellow human beings 🙏🙏",0.319444444,Positive,sadness
infopandeglang,elisia_aznii,,2 hari,0,JAKSA NYA SIAPA ??,0,,,Who is the prosecutor ??,0.0,Neutral,trust
infopandeglang,pratamarry,@hotmanparisofficial,2 hari,0,"tolong di bantu bang terlepas si korban ini punya salah apa engga, tapi si pelaku ini udah jelas salah nya dimana.. 🙏🏻",0,,,"Please help, bro, this victim has wrong or not, but the perpetrator is already clear where it is .. 🙏🏻",-0.158333333,Negative,anger
infopandeglang,twins_rakarayi,,2 hari,0,🙃🙃🙃 pandeglang mah tinggal punya duidd beress...,0,,,"🙃🙃🙃 Pandeglang, just have a duidd bess ...",0.0,Neutral,fear
infopandeglang,kusaericholid,,2 hari,0,"Orang kampung soge masjid, panimbang jaya",0,,,"People of village soge mosque, panimbang jaya",0.0,Neutral,negative
infopandeglang,ndrdp20,@kejaripandeglang,2 hari,0,nitip sendal dulu lah,0,,,Nitip sandals first,0.25,Positive,anticipation
infopandeglang,hi_herdiana,@bahaudin_maky,2 hari,0,😂,0,,,😂,0.0,Neutral,negative
infopandeglang,irfanwin_,@najwashihab,2 hari,0,"Up guys, pandeglang mah harus masuk tv dulu baru digubris",0,,,"Up guys, Pandeglang must be entered TV first and heeded",0.25,Positive,anticipation
infopandeglang,elisia_aznii,,2 hari,0,"tag Jaksa yg tangani, tag Hakim yang tangani. Kita mau titip pesan agar kasus ini di sidang seadil2 nya. Biar kata anak mantan Kepala Dinas salah ya salah. Hati nuranu jangan duit dulu.",0,,,"Tag the prosecutor who handled, the judge tag handled. We want to leave a message so that this case is in the session as fairly as possible. Let the son said the former head of the office is wrong. Your conscience don't money first.",-0.0625,Negative,fear
infopandeglang,ratu.wd,,2 hari,0,Ga salah disuruh memaafkan mengikhlaskan??? Woii lah krimin4l minta d ikhlasin keluarganya pd sakit apa gmn sih? 🤪,0,,,"I'm not mistakenly told to forgive me to let go ??? WOII Lah Crimin4l Ask D Ikhlasin, what is the family pain? 🤪",0.0,Neutral,negative
infopandeglang,nurul_ist,@infopandeglang,2 hari,0,Ditunggu info selanjutnya min untuk kasus ini. the power of netizen yu kawal terus kasus ini sampe tuntas,0,,,Waiting for further information Min for this case. The Power of Netizen Yu Kawal Continue to this case until it is complete,0.05,Positive,positive
infopandeglang,matiggresssssssss,,2 hari,0,Semoga hukum dipandeglang bisa ditegakkan seadiladilnya tidak bisa dibayar pakai uang.,0,,,Hopefully the law can be enforced as fairly as possible cannot be paid using money.,0.0,Neutral,anticipation
infopandeglang,jfdlhh,,2 hari,0,Keadilan sosial bagi seluruh rakyat yg berduit haha kocakkk,0,,,Social justice for all people who are moneyed haha,0.116666667,Positive,fear
infopandeglang,maiilmrz,,2 hari,0,org kek gini biasanya habis d penjara,0,,,people like this usually run out in prison,-0.25,Negative,negative
infopandeglang,ichwan_mount98,,2 hari,0,Pandeglang geus lain2 bae,0,,,Other geus pandeglang bae,-0.125,Negative,positive
infopandeglang,apibaebae,@alealwiii,2 hari,0,wey lu viral hhhhh,0,,,Wey Lu Viral Hhhhh,0.0,Neutral,positive
infopandeglang,msaefull__anwar,@frhne_0,2 hari,0,Gimana nih ngab 🤣,0,,,How about this ngab 🤣,0.0,Neutral,trust
infopandeglang,aa_ergy,@hotmanparisofficial,2 hari,0,Wajib turun tangan nih bang,0,,,"Mandatory to intervene, sir",0.0,Neutral,fear
infopandeglang,mochslmn,@r.izal,2 hari,0,Mohon komennya bapak,0,,,"Please comment, sir",0.0,Neutral,negative
infopandeglang,moch.rizkiii_,,2 hari,0,"udaaa ga asing, banyak kasus sekarang akibat friendly ke semua cowo",0,,,"Udaaa is familiar, many cases are now due to friendly to all guys",0.28125,Positive,sadness
infopandeglang,wiwie_90,,2 hari,0,Tag Hotman paris ka pasti dibantu dan dpt keadilan,0,,,Tag Hotman Paris Ka Ka Surely Assisted and Can Getting Justice,0.5,Positive,anticipation
infopandeglang,lala_poh_dipsy,@kejaripandeglang,2 hari,0,masih zaman intimidasi begitu?,0,,,Still in the era of intimidation?,0.0,Neutral,joy
infopandeglang,yusuf_kamil25,,2 hari,0,Ngisinin bae,0,,,Ngisinin Bae,0.0,Neutral,negative
infopandeglang,delahanalenash,,2 hari,0,Leee leee wkwkkw,0,,,Leee Leee Wkwkkw,0.0,Neutral,positive
infopandeglang,ferryjack06,@polres_pandeglang,2 hari,0,"Siapapun pelakunya harap di tindak tegas,,,Berlakukan hukum dengan seadil adilnya,,,",0,,,"Whoever the culprit is hope for firm action ,,, apply the law as fairly as fairly ,,,",0.2,Positive,sadness
infopandeglang,riamaryanaa33,@irnadimyati,2 hari,0,bu pang bantuankeun,0,,,Mrs. Pang Helpkeun,0.0,Neutral,trust
infopandeglang,niesafebrianireal,@hotmanparisofficial,2 hari,0,tolong bantu kasus ini bang 🙏,0,,,Please help this case bang 🙏,0.0,Neutral,trust
infopandeglang,chanddraaaa,@irnadimyati,2 hari,0,"Kumaha ye bu entek2mu, kurang beres. Bukti udah akurat n jelas. Tbtb suruh ikhlasin maafin. Lucu amat. bobrok amat sdmna",0,,,"Kumaha ye ma'am your entire, not right. Proof is accurate and clear. TBTB told to be sincere forgiven. Very funny. Bobrok very udmna",0.19744898,Positive,positive
infopandeglang,vaachikurn88,@yeniwahyunni,2 hari,0,"Cc .. coba iyeu kumaha bu? Karunya amat batur, coba pangwartosken ka suami emng nnr tah iyeu?",0,,,"Cc .. try iyeu kumaha ma'am? Karanya is very batur, try pangwartosken, your husband is nnr tah Iyeu?",0.2,Positive,trust
infopandeglang,indahs_17,,2 hari,0,Huhuuu tepuk tangannn buat kejaksaan pandeglanggg. Hebat bgttt dgn mudahnya mau diajak kerjasama pihak pelakuuu. Malu maluin wkwk,0,,,Huhuuu pat on the Pandegglangggy Prosecutor's Office. Great is very easy to be invited to cooperate with the perpetrators. Shame embarrassment wkwk,0.681666667,Positive,anger
infopandeglang,wahyudiart12,,2 hari,0,Anjing fuck diaa alwi,0,,,Dog Fuck Diaa Alwi,-0.4,Negative,anticipation
infopandeglang,ep_roch01,,2 hari,0,Dari alur ceritanya sudah jelas bahwa pelaku dari golongan menengah keatas. 3 tahun bukan waktu singkat gak kebayang psikologis korban. Kalo sudah masuk persidangan coba spil dakwaannya.,0,,,"From the storyline it is clear that the perpetrators from the middle class and above. 3 years is not a short time not imagined the psychological victims. If you have entered the trial, try the indictment spil.",0.02,Positive,fear
infopandeglang,tubagus_dian_hidayat,,2 hari,0,Gerakan lagi RPM nya di kota pandeglang,0,,,The RPM Movement in Pandeglang City,0.0,Neutral,negative
infopandeglang,_intaannsr,,2 hari,0,Biasana nu modelan kos kie goreng patut jeng bengetna poek🤣😂,0,,,BIASANASAN NU MODELAN KOS KIE FRIED DIFFERENT JENG BENGETNA POEK🤣😂,0.0,Neutral,anger
infopandeglang,l.aprilianii16,,2 hari,0,Negara kita tidak kekurangan orang pintar tapi kekurangan orang jujur miris,0,,,Our country is not lacking in smart people but the shortcomings of Honest People,0.407142857,Positive,fear
infopandeglang,fkrsryn_,,2 hari,0,"Ulah eleh ku duit, sakalian sereet nu sok beuki ka duit, pandeglang emng butuh pemimpin nu adil",0,,,"I have money, the nu cereet is pretending to be money, Pandeglang needs a leader",0.0,Neutral,negative
infopandeglang,adamcool__,,2 hari,0,Mengerikannn,0,,,Terrible,-1.0,Negative,sadness
infopandeglang,muhamadaep18_,,2 hari,0,Keadilan sosial bagi seluruh rakyat indonesia *syarat dan ketentuan berlaku,0,,,Social justice for all Indonesian people *Terms and conditions apply,0.033333333,Positive,anger
infopandeglang,fkrsryn_,,2 hari,0,up trussss smpe keadilan bahwa itu ada di pandeglang,0,,,up trusssss to justice that it is in Pandeglang,0.0,Neutral,fear
infopandeglang,coktyz_31,,2 hari,0,"Di private bang spill muka kasep nya bang,ka Panggih di mana Bae di Cepol tuturen",0,,,"At the private bang spill face kasep, bro, if you call where the bae is tuturen",0.0,Neutral,negative
infopandeglang,nurulyungs,@irnadimyati,2 hari,0,bu miriss😢,0,,,Mrs. Miriss😢,0.0,Neutral,sadness
infopandeglang,_ombii,,2 hari,0,Up terus. Anak MANTAN PEJABAT belagu bet wkakak,0,,,Up continues. The son of a former Belagu Bet Officer,0.0,Neutral,anticipation
infopandeglang,ableh_dat021,,2 hari,0,Pira pura😢,0,,,Pira Pura😢,0.0,Neutral,joy
infopandeglang,umikia29,@humaspoldabanten,2 hari,0,"ya Allah pak polisi tolong bantu pak berikan hukuman seadiladilnya pak, saya mohon pak biar pelaku tidak semena2 seperti itu, saya bukan keluarga y saja sakit pak dengernya. Tolong lah pak. Jgn di kasih damai, biar tidak ada korban lainnya dan saya yakin 100% psikis korban pasti depresi bgt. 😢😢😢😢",0,,,"O Allah, sir, please help, sir, give a fair penalty, sir, I ask that the perpetrators are not arbitrary like that, I am not a family, sir, sir. Please sir. Don't be in peace, so there are no other victims and I am 100% psychic victims of the victims must be depressed. 😢😢😢😢",0.270833333,Positive,positive
infopandeglang,aji_akhmad_f,@ganjar_pranowo,2 hari,0,h,0,,,h,0.0,Neutral,trust
infopandeglang,vinsmoke.irgii,,2 hari,0,modelan kek begini kalo diajak gelud palingan letoy satt,0,,,modelan kek like this if invited to galleud palingan letoy satt,0.0,Neutral,positive
infopandeglang,umikia29,@sumargodenny,2 hari,0,bantu up kak😢,0,,,help up sis😢,0.0,Neutral,anticipation
infopandeglang,umikia29,@humaspoldabanten,2 hari,0,"ayo pak bantu korban pak 😢😢😢😢 bapak punya anak punya istri punya ibu jg, bagaimana rasanya jadi korban pak. Sakit pak 😢😢😢😢 beri korban keadilan pak.",0,,,"Come on, sir, help the victim, sir, you have a child, I have a wife, I have a mother, how it feels to be a victim, sir. Pain sir 😢😢😢😢 give victims of justice, sir.",-0.075,Negative,joy
infopandeglang,umikia29,@mastercorbuzier,2 hari,0,bantu up kak biar korban dapat keadilan,0,,,help up sis so that the victim can get justice,-0.075,Negative,positive
infopandeglang,mrhinaldy,,2 hari,0,"Padahal zaman makin canggih, jangkauan sosmed smakin luas, belum lagi UU ITE, dan hukum dalam negri, tapi masih aja ada Generasi Abg bees banyak minusan kaya hape second gini, selain batre bocor Lcd nya juga udah kena ini tinggal mmc nya meledug, heran aja kaya ga ada pikirannya 🤔",0,,,"Even though the times are increasingly sophisticated, the range of social media is wider, not to mention the ITE Law, and the law in the country, but there are still generations of ABG bees a lot of minusan rich in second phone, besides the LCD leak battery has also been hit by this MMC is just a dredged, just surprised rich no mind 🤔",0.230555556,Positive,trust
infopandeglang,hallorizs,@jefrinichol,2 hari,0,ngab liat dong pasti gatel nih wkwkwkw,0,,,"Ngab look at it, it's definitely gatel",0.0,Neutral,positive
infopandeglang,okridarmawan,@dydydayy,2 hari,0,tuh hati² udah mulai banyak di pandeglang yg bobrok,0,,,Tua2 has started to be a lot of dilapidated Pandeglang,0.0,Neutral,trust
infopandeglang,maulidayuliawati,,2 hari,0,"Kira kira rompok si aana dimana nyah, kepo bisi tatangga urang mah😂",0,,,"I guess the group of AANA where Nyah, Kepo Bisi Tatangga Urang Mah😂",0.0,Neutral,anger
infopandeglang,chamink_zn,@ahmadsahroni88,2 hari,0,"Klo emang bener ada oknum kejari di kab.Pandeglang yg sperti keterangan diatas.. Wah gawat nih,kasian korban tolong dibantu bang pak",0,,,If there really is a person in the district of the district.,0.2,Positive,fear
infopandeglang,bayyart_,@mamat_alkatiri,2 hari,0,Bahas bang,0,,,Discuss Bang,0.0,Neutral,negative
infopandeglang,shintaannahl_,,2 hari,0,Tag aja akun ig si Pelaku biar diserbu mentalnya sama netijen akwkw,0,,,"Just tag the IG account, so that it is invaded mentally with the netijen akwkw",-0.1,Negative,sadness
infopandeglang,miftahujami,@listyosigitprabowo,2 hari,0,"Mohon Izin Jenderal, mohon izin Pak Menko, mohon izin Pak Jaksa, berantas oknumoknum petugas seperti ini.🙏",0,,,"Request a permission of the general, ask for permission from the Coordinating Minister, ask for permission from the prosecutor, fight the officers like this.",0.05,Positive,trust
infopandeglang,ollayulandy,,2 hari,0,Klo hukum sudah tidak berpihak.kenapa ga pakai cara sendiri .kasian si korban.,0,,,If the law is no longer in favor. Why don't you use your own way.,0.6,Positive,trust
infopandeglang,wey_mong,@ariyansah.23,2 hari,0,Di amankan bang,0,,,"Secured, sir",0.0,Neutral,fear
infopandeglang,erickvanhofel,@hotmanparisofficial,2 hari,0,selesaikan om,0,,,Complete Om,0.1,Positive,negative
infopandeglang,riabia11,@lambe.turah,2 hari,0,tolong bantu VIRAL kan,0,,,Please help viral right,0.285714286,Positive,disgust
infopandeglang,gunawanz01,@infopandeglang,2 hari,0,Semoga kasusnya selalu di Up oleh .. pang kapok.!!!,0,,,Hopefully the case is always up by ... Pang Kapok. !!!,0.0,Neutral,negative
infopandeglang,mhmdhsn1p,@ahmadsahroni88,2 hari,0,mohon di bantu pak,0,,,please help sir,0.0,Neutral,sadness
infopandeglang,dego_sa,@irnadimyati,2 hari,0,Bagaimana ini ibu mohon bantuannya sebagai bupati Pandeglang masa harus viral terus bu,0,,,"How is this, I ask for her help as the regent of Pandeglang, when you have to go viral, ma'am",0.0,Neutral,positive
infopandeglang,hankynoviar,,2 hari,0,Pandeglang ku dulu tak begini🤭,0,,,My pandeglang wasn't like this.,0.0,Neutral,positive
infopandeglang,3han260220,@kejatibanten,2 hari,0,Kalo kejari pandeglang gk bs bantu... bisa d bantu atau di cc ke bang hotman minta tolong bang dampingi..,0,,,"If the Pandeglang Kejari can't help ... can be helpful or cc to Bang Hotman, ask for help, Bang, accompanied ...",0.0,Neutral,trust
